loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1130,BW-3130,VA,2020-02-14,2050-02-14,183937,122710,4.306,360,NC,DebtConsolidation,D,5+ years,$50k-$100k,Grace Period,17,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1131,BW-3131,VA,2022-03-07,2052-03-07,439967,268883,4.504,360,OH,Refinance,E,1-3 years,$50k-$100k,Grace Period,41,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1132,BW-3132,FHA,2024-12-15,2054-12-15,402186,246268,8.480,360,IL,Refinance,D,1-3 years,$50k-$100k,Current,0,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1133,BW-3133,Fixed,2020-08-15,2050-08-15,414384,347330,8.168,360,OH,Refinance,A,< 1 year,$150k+,Late (30-59 days),0,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1134,BW-3134,VA,2024-06-23,2054-06-23,405424,238351,9.058,360,NC,DebtConsolidation,F,3-5 years,$100k-$150k,Late (60-89 days),10,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1135,BW-3135,FHA,2023-11-26,2053-11-26,312137,160310,7.416,360,NC,Refinance,B,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1136,BW-3136,Fixed,2023-05-06,2053-05-06,284541,148998,9.286,360,GA,Purchase,B,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1137,BW-3137,VA,2024-04-27,2039-04-27,437661,356244,4.989,180,CA,Refinance,D,1-3 years,$100k-$150k,Grace Period,22,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1138,BW-3138,VA,2022-05-02,2052-05-02,307731,247121,5.087,360,GA,DebtConsolidation,HR,1-3 years,$100k-$150k,Late (30-59 days),29,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1139,BW-3139,Fixed,2020-01-26,2050-01-26,193472,184845,9.067,360,OH,DebtConsolidation,D,5+ years,$50k-$100k,Late (60-89 days),31,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1140,BW-3140,FHA,2024-03-13,2039-03-13,239078,180369,7.288,180,PA,DebtConsolidation,E,5+ years,$100k-$150k,Grace Period,44,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1141,BW-3141,Fixed,2021-01-23,2036-01-23,332795,278808,5.536,180,CA,Refinance,A,5+ years,$50k-$100k,Grace Period,10,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1142,BW-3142,Fixed,2021-02-25,2051-02-25,232389,117211,7.271,360,NY,DebtConsolidation,F,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1143,BW-3143,Fixed,2021-08-01,2051-08-01,402118,223141,6.128,360,OH,Refinance,E,3-5 years,$150k+,Grace Period,11,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1144,BW-3144,FHA,2023-08-16,2053-08-16,389908,212151,3.777,360,IL,Purchase,C,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1145,BW-3145,ARM,2020-07-18,2050-07-18,137057,91887,7.358,360,IL,DebtConsolidation,F,1-3 years,$50k-$100k,Grace Period,22,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1146,BW-3146,ARM,2024-10-19,2039-10-19,107045,88800,4.484,180,MI,Refinance,D,< 1 year,$0-$50k,Grace Period,4,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1147,BW-3147,FHA,2020-12-01,2035-12-01,364236,245556,9.261,180,FL,Purchase,C,5+ years,$150k+,Grace Period,41,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1148,BW-3148,ARM,2024-01-11,2054-01-11,364860,184863,7.733,360,TX,Refinance,C,< 1 year,$100k-$150k,Late (60-89 days),3,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1149,BW-3149,FHA,2022-02-23,2052-02-23,483123,395377,7.565,360,FL,DebtConsolidation,A,1-3 years,$100k-$150k,Late (30-59 days),44,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1150,BW-3150,ARM,2023-02-07,2038-02-07,221522,214731,7.298,180,TX,Purchase,F,< 1 year,$0-$50k,Late (60-89 days),24,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1151,BW-3151,FHA,2021-03-06,2051-03-06,484611,295457,5.998,360,OH,Purchase,F,1-3 years,$50k-$100k,Late (30-59 days),34,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1152,BW-3152,ARM,2021-09-25,2051-09-25,108732,58806,3.573,360,PA,Refinance,F,< 1 year,$50k-$100k,Current,0,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1153,BW-3153,Fixed,2022-01-19,2052-01-19,356887,281899,7.764,360,MI,Purchase,HR,1-3 years,$50k-$100k,Grace Period,28,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1154,BW-3154,FHA,2020-11-24,2050-11-24,374815,282952,5.972,360,MI,Refinance,D,3-5 years,$0-$50k,Late (30-59 days),19,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1155,BW-3155,ARM,2021-05-25,2051-05-25,311271,306948,8.429,360,IL,Purchase,C,3-5 years,$100k-$150k,Late (60-89 days),23,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1156,BW-3156,ARM,2020-03-03,2035-03-03,198735,134322,3.650,180,FL,Refinance,C,3-5 years,$150k+,Late (30-59 days),14,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1157,BW-3157,Fixed,2023-05-04,2038-05-04,494657,293576,6.890,180,NY,Refinance,B,5+ years,$0-$50k,Late (60-89 days),0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1158,BW-3158,FHA,2020-01-25,2050-01-25,375864,335245,9.375,360,NC,DebtConsolidation,D,5+ years,$0-$50k,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1159,BW-3159,FHA,2022-09-03,2052-09-03,236834,154331,8.104,360,GA,Refinance,B,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1160,BW-3160,FHA,2020-04-12,2050-04-12,328747,236156,9.180,360,NY,Purchase,A,< 1 year,$50k-$100k,Late (60-89 days),39,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1161,BW-3161,FHA,2023-11-23,2053-11-23,303305,293285,7.295,360,OH,Refinance,C,3-5 years,$150k+,Late (30-59 days),43,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1162,BW-3162,Fixed,2021-02-27,2036-02-27,176593,92091,7.975,180,OH,Refinance,C,1-3 years,$150k+,Late (30-59 days),20,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1163,BW-3163,FHA,2020-04-26,2035-04-26,269586,178867,6.779,180,PA,Purchase,F,< 1 year,$0-$50k,Grace Period,28,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1164,BW-3164,FHA,2024-06-14,2054-06-14,422056,407538,8.150,360,GA,Refinance,B,1-3 years,$100k-$150k,Late (60-89 days),44,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1165,BW-3165,Fixed,2024-05-17,2054-05-17,146143,118158,6.819,360,GA,Purchase,E,< 1 year,$150k+,Late (30-59 days),25,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1166,BW-3166,FHA,2023-07-09,2053-07-09,254312,201835,6.948,360,OH,DebtConsolidation,F,< 1 year,$150k+,Grace Period,43,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1167,BW-3167,VA,2022-04-20,2037-04-20,395700,348133,5.657,180,PA,Refinance,A,1-3 years,$0-$50k,Late (60-89 days),19,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1168,BW-3168,Fixed,2021-09-12,2051-09-12,393774,237538,8.024,360,CA,Refinance,C,5+ years,$50k-$100k,Late (30-59 days),32,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1169,BW-3169,ARM,2022-05-31,2052-05-31,118671,96678,7.034,360,GA,DebtConsolidation,D,< 1 year,$100k-$150k,Late (60-89 days),3,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1170,BW-3170,Fixed,2020-02-16,2050-02-16,447899,278045,4.750,360,TX,Purchase,F,< 1 year,$100k-$150k,Late (30-59 days),23,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1171,BW-3171,Fixed,2020-07-27,2050-07-27,446893,398927,5.295,360,MI,DebtConsolidation,E,3-5 years,$150k+,Current,0,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1172,BW-3172,FHA,2022-08-06,2052-08-06,167144,159470,8.484,360,PA,DebtConsolidation,E,1-3 years,$50k-$100k,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1173,BW-3173,Fixed,2022-08-21,2052-08-21,375706,296441,5.665,360,CA,Refinance,HR,5+ years,$50k-$100k,Late (30-59 days),28,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1174,BW-3174,Fixed,2023-03-02,2053-03-02,372709,296929,7.772,360,MI,DebtConsolidation,A,1-3 years,$150k+,Late (30-59 days),36,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1175,BW-3175,ARM,2021-07-19,2051-07-19,321646,297360,8.360,360,OH,Refinance,C,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1176,BW-3176,ARM,2022-10-27,2037-10-27,246495,220398,5.612,180,FL,Refinance,HR,1-3 years,$0-$50k,Grace Period,6,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1177,BW-3177,ARM,2020-02-18,2050-02-18,430423,396473,6.720,360,NY,Purchase,A,< 1 year,$50k-$100k,Grace Period,27,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1178,BW-3178,ARM,2020-09-16,2050-09-16,349698,270278,5.155,360,NY,DebtConsolidation,F,3-5 years,$0-$50k,Late (60-89 days),41,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1179,BW-3179,VA,2020-03-27,2050-03-27,268920,220639,3.874,360,PA,Refinance,E,1-3 years,$0-$50k,Late (30-59 days),29,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1180,BW-3180,VA,2020-07-24,2050-07-24,405477,321201,6.462,360,IL,Purchase,F,3-5 years,$50k-$100k,Late (30-59 days),23,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1181,BW-3181,VA,2020-11-26,2050-11-26,459026,342461,3.745,360,TX,DebtConsolidation,F,5+ years,$50k-$100k,Late (60-89 days),42,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1182,BW-3182,VA,2024-08-25,2054-08-25,220238,135709,9.474,360,NC,DebtConsolidation,F,1-3 years,$100k-$150k,Current,0,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1183,BW-3183,FHA,2021-11-07,2051-11-07,165208,156429,4.105,360,MI,Purchase,D,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1184,BW-3184,FHA,2021-07-19,2036-07-19,475009,424517,4.999,180,IL,DebtConsolidation,D,< 1 year,$50k-$100k,Late (60-89 days),4,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1185,BW-3185,VA,2022-12-13,2052-12-13,133331,104366,6.042,360,MI,Purchase,C,3-5 years,$150k+,Late (60-89 days),39,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1186,BW-3186,Fixed,2022-03-12,2052-03-12,178854,160763,6.651,360,MI,Refinance,HR,< 1 year,$0-$50k,Grace Period,11,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1187,BW-3187,ARM,2023-02-22,2053-02-22,458057,419116,5.680,360,GA,DebtConsolidation,B,3-5 years,$150k+,Grace Period,33,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1188,BW-3188,FHA,2022-10-03,2052-10-03,108200,89732,7.683,360,OH,DebtConsolidation,E,5+ years,$150k+,Late (30-59 days),25,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1189,BW-3189,Fixed,2023-12-26,2053-12-26,133125,106428,7.413,360,GA,DebtConsolidation,B,1-3 years,$150k+,Grace Period,41,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1190,BW-3190,ARM,2021-09-26,2051-09-26,258452,163684,5.455,360,NC,Purchase,A,1-3 years,$150k+,Grace Period,10,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1191,BW-3191,FHA,2022-06-26,2052-06-26,459302,451403,9.474,360,NC,Purchase,HR,3-5 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1192,BW-3192,FHA,2023-08-26,2053-08-26,139704,138865,8.102,360,NC,Purchase,E,1-3 years,$150k+,Late (60-89 days),24,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1193,BW-3193,ARM,2021-01-13,2051-01-13,471839,247999,5.223,360,GA,Purchase,D,< 1 year,$0-$50k,Current,0,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1194,BW-3194,VA,2024-06-25,2054-06-25,178796,150392,8.348,360,GA,Purchase,HR,1-3 years,$0-$50k,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1195,BW-3195,Fixed,2021-06-05,2051-06-05,488033,479099,6.087,360,NC,Refinance,HR,3-5 years,$150k+,Late (60-89 days),27,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1196,BW-3196,ARM,2022-10-12,2052-10-12,411112,307347,6.893,360,NY,Refinance,E,1-3 years,$50k-$100k,Late (60-89 days),13,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1197,BW-3197,Fixed,2021-04-06,2036-04-06,247763,203137,7.267,180,OH,Purchase,A,3-5 years,$50k-$100k,Late (60-89 days),24,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1198,BW-3198,FHA,2020-01-23,2050-01-23,157148,130774,6.658,360,NC,Purchase,B,3-5 years,$0-$50k,Grace Period,1,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1199,BW-3199,ARM,2020-02-07,2050-02-07,222770,145784,4.757,360,MI,Purchase,E,3-5 years,$50k-$100k,Late (60-89 days),40,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1200,BW-3200,Fixed,2022-03-17,2052-03-17,103733,63167,4.022,360,NC,DebtConsolidation,HR,< 1 year,$100k-$150k,Late (30-59 days),14,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1201,BW-3201,Fixed,2022-06-05,2037-06-05,499182,458173,6.155,180,PA,Refinance,C,< 1 year,$100k-$150k,Late (30-59 days),28,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1202,BW-3202,ARM,2021-10-14,2051-10-14,360496,295066,8.998,360,CA,Purchase,A,5+ years,$0-$50k,Late (30-59 days),25,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1203,BW-3203,FHA,2024-07-20,2054-07-20,400735,391576,3.961,360,FL,DebtConsolidation,A,< 1 year,$0-$50k,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1204,BW-3204,FHA,2023-02-10,2053-02-10,248722,172759,9.198,360,GA,Refinance,B,< 1 year,$0-$50k,Late (60-89 days),14,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1205,BW-3205,ARM,2022-06-30,2052-06-30,239866,124412,5.502,360,GA,Refinance,C,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1206,BW-3206,Fixed,2023-04-09,2038-04-09,321795,289766,4.622,180,PA,Refinance,C,3-5 years,$50k-$100k,Current,0,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1207,BW-3207,VA,2022-07-05,2052-07-05,111038,59622,7.374,360,GA,DebtConsolidation,A,1-3 years,$100k-$150k,Late (30-59 days),24,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1208,BW-3208,VA,2022-04-15,2052-04-15,132210,131859,7.604,360,NC,Purchase,A,1-3 years,$50k-$100k,Grace Period,36,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1209,BW-3209,Fixed,2021-09-18,2051-09-18,344541,293271,4.317,360,TX,Refinance,D,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1210,BW-3210,VA,2024-05-02,2054-05-02,457671,270662,6.352,360,IL,Refinance,D,3-5 years,$0-$50k,Current,0,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1211,BW-3211,VA,2022-07-02,2052-07-02,487895,385484,5.315,360,NC,DebtConsolidation,A,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1212,BW-3212,VA,2020-11-22,2035-11-22,164486,117760,8.760,180,CA,Purchase,B,1-3 years,$50k-$100k,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1213,BW-3213,FHA,2020-03-07,2050-03-07,440406,328950,8.846,360,IL,Refinance,F,5+ years,$100k-$150k,Current,0,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1214,BW-3214,FHA,2021-03-04,2051-03-04,186008,183155,9.315,360,MI,DebtConsolidation,E,1-3 years,$0-$50k,Grace Period,7,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1215,BW-3215,VA,2024-01-06,2054-01-06,408237,394882,3.743,360,IL,Refinance,E,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1216,BW-3216,FHA,2020-10-16,2050-10-16,186409,112172,3.726,360,GA,Purchase,F,1-3 years,$150k+,Late (60-89 days),6,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1217,BW-3217,FHA,2020-01-14,2050-01-14,127011,104534,8.691,360,TX,DebtConsolidation,HR,1-3 years,$100k-$150k,Late (30-59 days),33,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1218,BW-3218,FHA,2020-04-22,2050-04-22,382304,266116,6.942,360,MI,DebtConsolidation,E,5+ years,$50k-$100k,Grace Period,2,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-1219,BW-3219,VA,2023-09-13,2053-09-13,450539,325611,8.056,360,CA,Purchase,F,3-5 years,$50k-$100k,Late (60-89 days),29,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1220,BW-3220,Fixed,2024-12-06,2054-12-06,129921,94840,6.365,360,FL,DebtConsolidation,B,< 1 year,$0-$50k,Current,0,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1221,BW-3221,FHA,2021-06-14,2036-06-14,424667,222588,9.201,180,TX,Purchase,HR,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1222,BW-3222,Fixed,2021-03-31,2051-03-31,280694,148499,7.370,360,OH,DebtConsolidation,F,3-5 years,$150k+,Grace Period,30,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1223,BW-3223,FHA,2023-09-17,2053-09-17,229838,148007,5.479,360,GA,DebtConsolidation,HR,< 1 year,$0-$50k,Late (60-89 days),37,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1224,BW-3224,Fixed,2020-09-02,2035-09-02,143941,118846,8.885,180,NC,DebtConsolidation,C,3-5 years,$100k-$150k,Current,0,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-1225,BW-3225,VA,2023-12-11,2053-12-11,147139,132071,6.490,360,PA,Purchase,HR,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1226,BW-3226,ARM,2021-05-17,2051-05-17,154097,80427,8.787,360,NY,Purchase,F,1-3 years,$100k-$150k,Late (60-89 days),6,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1227,BW-3227,Fixed,2023-05-27,2053-05-27,358802,263542,7.478,360,TX,Purchase,D,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1228,BW-3228,Fixed,2021-06-22,2051-06-22,351577,303764,7.784,360,NC,Refinance,F,5+ years,$50k-$100k,Late (60-89 days),30,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1229,BW-3229,FHA,2023-09-27,2053-09-27,184314,140936,6.104,360,TX,DebtConsolidation,F,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-11,2026-08-27,,OriginationSystem
LN-1230,BW-3230,FHA,2022-01-26,2052-01-26,261710,166751,6.698,360,GA,Refinance,C,< 1 year,$100k-$150k,Current,0,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1231,BW-3231,Fixed,2023-05-26,2053-05-26,311408,207626,4.204,360,MI,Refinance,A,1-3 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1232,BW-3232,Fixed,2021-10-17,2036-10-17,456713,231434,7.926,180,MI,DebtConsolidation,HR,1-3 years,$150k+,Late (30-59 days),14,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1233,BW-3233,Fixed,2024-10-02,2054-10-02,221922,114633,6.543,360,IL,Purchase,C,3-5 years,$150k+,Late (60-89 days),15,Summit Mortgage,2026-08-24,2026-08-27,,OriginationSystem
LN-1234,BW-3234,FHA,2023-11-09,2053-11-09,316165,217830,8.561,360,GA,DebtConsolidation,HR,1-3 years,$0-$50k,Late (30-59 days),14,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1235,BW-3235,ARM,2021-01-21,2051-01-21,400710,213364,5.044,360,GA,Refinance,B,5+ years,$50k-$100k,Grace Period,40,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1236,BW-3236,VA,2023-07-23,2038-07-23,240473,231718,6.478,180,PA,Refinance,D,1-3 years,$0-$50k,Grace Period,33,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1237,BW-3237,ARM,2023-07-11,2053-07-11,157705,85892,5.452,360,IL,DebtConsolidation,HR,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1238,BW-3238,FHA,2021-10-12,2051-10-12,484752,305804,8.415,360,NC,Purchase,C,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1239,BW-3239,FHA,2024-09-17,2054-09-17,130554,125681,8.772,360,GA,DebtConsolidation,E,5+ years,$150k+,Late (60-89 days),37,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1240,BW-3240,VA,2024-10-24,2054-10-24,429245,346893,7.830,360,TX,Purchase,E,< 1 year,$100k-$150k,Grace Period,23,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1241,BW-3241,VA,2021-09-22,2051-09-22,467720,432881,5.721,360,FL,Purchase,B,5+ years,$50k-$100k,Late (60-89 days),44,Summit Mortgage,2026-08-21,2026-08-27,,OriginationSystem
LN-1242,BW-3242,FHA,2022-06-30,2052-06-30,137441,133160,5.180,360,IL,Purchase,D,5+ years,$150k+,Late (30-59 days),18,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1243,BW-3243,ARM,2022-02-05,2052-02-05,243605,146762,5.421,360,IL,Refinance,B,5+ years,$100k-$150k,Late (60-89 days),29,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1244,BW-3244,Fixed,2020-05-18,2050-05-18,218956,132265,4.617,360,MI,Purchase,B,< 1 year,$150k+,Grace Period,14,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1245,BW-3245,FHA,2023-08-23,2038-08-23,207358,199503,9.002,180,PA,Refinance,F,1-3 years,$100k-$150k,Late (30-59 days),43,Summit Mortgage,2026-08-16,2026-08-27,,OriginationSystem
LN-1246,BW-3246,FHA,2024-10-01,2054-10-01,302744,297277,8.459,360,NC,DebtConsolidation,C,5+ years,$100k-$150k,Late (60-89 days),44,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1247,BW-3247,ARM,2023-09-05,2053-09-05,314027,203858,7.044,360,MI,DebtConsolidation,E,< 1 year,$50k-$100k,Late (30-59 days),15,Summit Mortgage,2026-08-08,2026-08-27,,OriginationSystem
LN-1248,BW-3248,ARM,2020-03-09,2050-03-09,353413,239667,7.579,360,MI,DebtConsolidation,D,5+ years,$50k-$100k,Current,0,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1249,BW-3249,Fixed,2022-09-13,2052-09-13,136611,72411,8.093,360,NY,Purchase,F,1-3 years,$100k-$150k,Grace Period,40,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1250,BW-3250,FHA,2021-04-11,2051-04-11,390571,236045,5.213,360,GA,Purchase,E,3-5 years,$0-$50k,Grace Period,35,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1251,BW-3251,FHA,2021-05-12,2051-05-12,465807,246002,8.134,360,TX,DebtConsolidation,C,< 1 year,$50k-$100k,Late (30-59 days),14,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1252,BW-3252,FHA,2023-06-17,2053-06-17,142023,120015,9.031,360,FL,Purchase,HR,3-5 years,$150k+,Grace Period,26,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1253,BW-3253,VA,2023-12-07,2053-12-07,379412,281797,6.032,360,GA,DebtConsolidation,E,< 1 year,$0-$50k,Late (60-89 days),28,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1254,BW-3254,Fixed,2020-06-21,2050-06-21,491412,441872,8.937,360,CA,Refinance,A,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1255,BW-3255,FHA,2020-05-21,2050-05-21,127144,116713,4.985,360,OH,DebtConsolidation,F,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
